results_dir,shift_mode,tag,fold,k,rho,wl_broken,max_workload,cap_broken,N_train_visits,V_test_visits,coverage_kappa
iscfco_results_ms,unstructured,iscfco_r0f3,3,1,1.0,0,,0,20506,7586,1.0
iscfco_results_ms,unstructured,iscfco_r0f3,3,10,1.0,0,,0,24347,7654,1.0
iscfco_results_ms,unstructured,iscfco_r0f3,3,1,2.0,0,,0,20506,7753,1.0
iscfco_results_ms,unstructured,iscfco_r0f3,3,10,2.0,0,,0,24347,7789,1.0
iscfco_results_ms,unstructured,iscfco_r0f4,4,1,0.0,0,,0,23401,2617,1.0
iscfco_results_ms,unstructured,iscfco_r0f4,4,10,0.0,0,,0,26042,2903,1.0
iscfco_results_ms,unstructured,iscfco_r0f4,4,1,0.5,0,,0,23401,3543,1.0
iscfco_results_ms,unstructured,iscfco_r0f4,4,10,0.5,0,,0,26042,3668,1.0
iscfco_results_ms,unstructured,iscfco_r0f4,4,1,1.0,0,,0,23401,3782,1.0
iscfco_results_ms,unstructured,iscfco_r0f4,4,10,1.0,0,,0,26042,3808,1.0
iscfco_results_ms,unstructured,iscfco_r0f4,4,1,2.0,0,,0,23401,3835,1.0
iscfco_results_ms,unstructured,iscfco_r0f4,4,10,2.0,0,,0,26042,3853,1.0
